"AccountNumber","NMI","DeviceNumber","DeviceType","RegisterCode","RateTypeDescription","StartDate","EndDate","ProfileReadValue","RegisterReadValue","QualityFlag",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 11:30:00 AM","15/07/2016 11:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 12:00:00 PM","15/07/2016 12:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 12:30:00 PM","15/07/2016 12:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 1:00:00 PM","15/07/2016 1:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 1:30:00 PM","15/07/2016 1:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 2:00:00 PM","15/07/2016 2:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 2:30:00 PM","15/07/2016 2:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 3:00:00 PM","15/07/2016 3:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 3:30:00 PM","15/07/2016 3:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 4:00:00 PM","15/07/2016 4:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 4:30:00 PM","15/07/2016 4:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 5:00:00 PM","15/07/2016 5:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 5:30:00 PM","15/07/2016 5:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 6:00:00 PM","15/07/2016 6:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 6:30:00 PM","15/07/2016 6:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 7:00:00 PM","15/07/2016 7:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 7:30:00 PM","15/07/2016 7:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 8:00:00 PM","15/07/2016 8:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 8:30:00 PM","15/07/2016 8:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 9:00:00 PM","15/07/2016 9:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 9:30:00 PM","15/07/2016 9:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 10:00:00 PM","15/07/2016 10:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 10:30:00 PM","15/07/2016 10:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 11:00:00 PM","15/07/2016 11:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","15/07/2016 11:30:00 PM","15/07/2016 11:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 12:00:00 AM","16/07/2016 12:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 12:30:00 AM","16/07/2016 12:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 1:00:00 AM","16/07/2016 1:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 1:30:00 AM","16/07/2016 1:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 2:00:00 AM","16/07/2016 2:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 2:30:00 AM","16/07/2016 2:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 3:00:00 AM","16/07/2016 3:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 3:30:00 AM","16/07/2016 3:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 4:00:00 AM","16/07/2016 4:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 4:30:00 AM","16/07/2016 4:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 5:00:00 AM","16/07/2016 5:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 5:30:00 AM","16/07/2016 5:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 6:00:00 AM","16/07/2016 6:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 6:30:00 AM","16/07/2016 6:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 7:00:00 AM","16/07/2016 7:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 7:30:00 AM","16/07/2016 7:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 8:00:00 AM","16/07/2016 8:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 8:30:00 AM","16/07/2016 8:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 9:00:00 AM","16/07/2016 9:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 9:30:00 AM","16/07/2016 9:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 10:00:00 AM","16/07/2016 10:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 10:30:00 AM","16/07/2016 10:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 11:00:00 AM","16/07/2016 11:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 11:30:00 AM","16/07/2016 11:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 12:00:00 PM","16/07/2016 12:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 12:30:00 PM","16/07/2016 12:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 1:00:00 PM","16/07/2016 1:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 1:30:00 PM","16/07/2016 1:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 2:00:00 PM","16/07/2016 2:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 2:30:00 PM","16/07/2016 2:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 3:00:00 PM","16/07/2016 3:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 3:30:00 PM","16/07/2016 3:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 4:00:00 PM","16/07/2016 4:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 4:30:00 PM","16/07/2016 4:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 5:00:00 PM","16/07/2016 5:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 5:30:00 PM","16/07/2016 5:59:59 PM","1.113","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 6:00:00 PM","16/07/2016 6:29:59 PM","0.331","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 6:30:00 PM","16/07/2016 6:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 7:00:00 PM","16/07/2016 7:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 7:30:00 PM","16/07/2016 7:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 8:00:00 PM","16/07/2016 8:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 8:30:00 PM","16/07/2016 8:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 9:00:00 PM","16/07/2016 9:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 9:30:00 PM","16/07/2016 9:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 10:00:00 PM","16/07/2016 10:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 10:30:00 PM","16/07/2016 10:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 11:00:00 PM","16/07/2016 11:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","16/07/2016 11:30:00 PM","16/07/2016 11:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 12:00:00 AM","17/07/2016 12:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 12:30:00 AM","17/07/2016 12:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 1:00:00 AM","17/07/2016 1:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 1:30:00 AM","17/07/2016 1:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 2:00:00 AM","17/07/2016 2:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 2:30:00 AM","17/07/2016 2:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 3:00:00 AM","17/07/2016 3:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 3:30:00 AM","17/07/2016 3:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 4:00:00 AM","17/07/2016 4:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 4:30:00 AM","17/07/2016 4:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 5:00:00 AM","17/07/2016 5:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 5:30:00 AM","17/07/2016 5:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 6:00:00 AM","17/07/2016 6:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 6:30:00 AM","17/07/2016 6:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 7:00:00 AM","17/07/2016 7:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 7:30:00 AM","17/07/2016 7:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 8:00:00 AM","17/07/2016 8:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 8:30:00 AM","17/07/2016 8:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 9:00:00 AM","17/07/2016 9:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 9:30:00 AM","17/07/2016 9:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 10:00:00 AM","17/07/2016 10:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 10:30:00 AM","17/07/2016 10:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 11:00:00 AM","17/07/2016 11:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 11:30:00 AM","17/07/2016 11:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 12:00:00 PM","17/07/2016 12:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 12:30:00 PM","17/07/2016 12:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 1:00:00 PM","17/07/2016 1:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 1:30:00 PM","17/07/2016 1:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 2:00:00 PM","17/07/2016 2:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 2:30:00 PM","17/07/2016 2:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 3:00:00 PM","17/07/2016 3:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 3:30:00 PM","17/07/2016 3:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 4:00:00 PM","17/07/2016 4:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 4:30:00 PM","17/07/2016 4:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 5:00:00 PM","17/07/2016 5:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 5:30:00 PM","17/07/2016 5:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 6:00:00 PM","17/07/2016 6:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 6:30:00 PM","17/07/2016 6:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 7:00:00 PM","17/07/2016 7:29:59 PM","0.662","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 7:30:00 PM","17/07/2016 7:59:59 PM","0.381","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 8:00:00 PM","17/07/2016 8:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 8:30:00 PM","17/07/2016 8:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 9:00:00 PM","17/07/2016 9:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 9:30:00 PM","17/07/2016 9:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 10:00:00 PM","17/07/2016 10:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 10:30:00 PM","17/07/2016 10:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 11:00:00 PM","17/07/2016 11:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","17/07/2016 11:30:00 PM","17/07/2016 11:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 12:00:00 AM","18/07/2016 12:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 12:30:00 AM","18/07/2016 12:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 1:00:00 AM","18/07/2016 1:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 1:30:00 AM","18/07/2016 1:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 2:00:00 AM","18/07/2016 2:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 2:30:00 AM","18/07/2016 2:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 3:00:00 AM","18/07/2016 3:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 3:30:00 AM","18/07/2016 3:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 4:00:00 AM","18/07/2016 4:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 4:30:00 AM","18/07/2016 4:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 5:00:00 AM","18/07/2016 5:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 5:30:00 AM","18/07/2016 5:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 6:00:00 AM","18/07/2016 6:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 6:30:00 AM","18/07/2016 6:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 7:00:00 AM","18/07/2016 7:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 7:30:00 AM","18/07/2016 7:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 8:00:00 AM","18/07/2016 8:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 8:30:00 AM","18/07/2016 8:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 9:00:00 AM","18/07/2016 9:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 9:30:00 AM","18/07/2016 9:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 10:00:00 AM","18/07/2016 10:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 10:30:00 AM","18/07/2016 10:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 11:00:00 AM","18/07/2016 11:29:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 11:30:00 AM","18/07/2016 11:59:59 AM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 12:00:00 PM","18/07/2016 12:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 12:30:00 PM","18/07/2016 12:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 1:00:00 PM","18/07/2016 1:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 1:30:00 PM","18/07/2016 1:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 2:00:00 PM","18/07/2016 2:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 2:30:00 PM","18/07/2016 2:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 3:00:00 PM","18/07/2016 3:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 3:30:00 PM","18/07/2016 3:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 4:00:00 PM","18/07/2016 4:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 4:30:00 PM","18/07/2016 4:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 5:00:00 PM","18/07/2016 5:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 5:30:00 PM","18/07/2016 5:59:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 6:00:00 PM","18/07/2016 6:29:59 PM","0","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 6:30:00 PM","18/07/2016 6:59:59 PM","1.256","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 7:00:00 PM","18/07/2016 7:29:59 PM","1.95","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 7:30:00 PM","18/07/2016 7:59:59 PM","0.425","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 8:00:00 PM","18/07/2016 8:29:59 PM","0.194","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 8:30:00 PM","18/07/2016 8:59:59 PM","0.1","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 9:00:00 PM","18/07/2016 9:29:59 PM","0.712","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 9:30:00 PM","18/07/2016 9:59:59 PM","0.2","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 10:00:00 PM","18/07/2016 10:29:59 PM","0.163","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 10:30:00 PM","18/07/2016 10:59:59 PM","0.169","0","A",
"7031337319","64073518128","000000000000631796","MRIM","31796#E1","Peak","18/07/2016 11:00:00 PM","18/07/2016 11:29:59 PM","0.85","0","A",
